"LOCATION_NAME","TSN","LATITUDE","LONGITUDE","PHONE","EFA_ID","ADDRESS","FACILITIES","ACCESSIBILITY","TRANSPORT_MODE"
"Jindabyne Coach Stop","26271","-36.41471","148.622126","","10161933","Snowy Region Visitor Information Centre, Kosciuszko Rd, Jindabyne NSW 2627","","","Coach"
"John Street Square Light Rail","200939","-33.86722922","151.1918901","","10101436","Harris St, Pyrmont NSW 2009","Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Level crossing | Lift | Stairs | Tactile surfaces | PA system for announcements","Light rail"
"Jubilee Park Light Rail","203779","-33.87537487","151.1787626","","10101432","Chapman Rd, Glebe NSW 2037","Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Level crossing | Stairs | Tactile surfaces | PA system for announcements","Light rail"
"Junee Station","26631","-34.87026","147.583766","13 22 32","10155047","Railway Sq, Junee NSW 2663","Commuter car park | Emergency help point | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Stairs | PA system for announcements","Train, Taxi"
"Katoomba Station","278020","-33.71157344","150.3111602","02 4782 1902","10101268","Goldsmith Pl, Katoomba NSW 2780","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Kembla Grange Station","253010","-34.47021836","150.8173407","02 4223 5488","10101379","Grange St, Kembla Grange NSW 2526","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales","This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train"
"Kempsey Station","24401","-31.076852","152.833041","13 22 32","10155046","Kemp St, Kempsey NSW 2440","Commuter car park | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements","Train, Bus, Taxi"
"Kendall Station","24391","-31.635404","152.706288","13 22 32","10155040","Railway St, Kendall NSW 2439","Commuter car park | Emergency help point | Payphone | Toilets | Wheelchair accessible car space","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements | Short platforms, please see the train guard","Train"
"Kiama Station","253330","-34.67251778","150.8546947","02 4223 5613","10101386","Railway Pde, Kiama NSW 2533","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Killara Station","207110","-33.76540899","151.1616474","02 9847 8440","10101120","Culworth Ave, Killara NSW 2071","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Kings Cross Station","201110","-33.87454091","151.2223342","02 9379 1204","10101107","Victoria St, Potts Point NSW 2011","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Taxi rank","This location is wheelchair accessible | Escalator | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Kingscliff Coach Stop (northbound)","248730","-28.255587","153.575369","","10150156","Kingscliff Shopping Village, Pearl St, Kingscliff NSW 2487","","","Coach"
"Kingscliff Coach Stop (southbound)","248731","-28.25632","153.576559","","10150158","Pearl St opp St Anthonys Catholic Church, Kingscliff NSW 2487","","","Coach"
"Kingsgrove Station","220810","-33.94063602","151.1004839","02 9563 7623","10101412","Mashman Ave, Kingsgrove NSW 2208","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet (MLAK) | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Kingswood Station","274720","-33.7582512","150.7198236","02 4780 3814","10101251","Great Western Hwy, Kingswood 2747 NSW 2747","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","Hearing loop | Wheelchair ramp boarding assistance | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Kirrawee Station","223230","-34.03501535","151.0713153","02 9522 1281","10101346","Oak Rd, Kirrawee NSW 2232","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Taxi"
"Kirribilli Wharf","20614","-33.84936725","151.2202795","","10102018","Holbrook Ave, Kirribilli NSW 2061","Emergency help point | Opal card top up or single trip ticket machine","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Ferry"
"Kissing Point Wharf","21122","-33.8316867","151.1019831","","10102037","Waterview St, Putney NSW 2112","Bike lockers | Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space","This location is wheelchair accessible | Hearing loop | PA system for announcements","Ferry"
"Kogarah Station","221710","-33.96214931","151.1326415","02 9563 7273","10101336","Railway Pde, Kogarah NSW 2217","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Koolewong Station","225620","-33.46697442","151.318655","02 4349 9230","10101136","Brisbane Water Dr, Koolewong NSW 2256","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible toilet","Level crossing | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last car","Train, Bus"
"Kootingal Station","23521","-31.058731","151.056154","13 22 32","10155012","Gate St, Kootingal NSW 2352","","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements | Short platforms, please see the train guard","Train"
"Kotara Station","228910","-32.94139627","151.6984933","02 4962 9437","10101158","Park Ave, Kotara NSW 2289","Emergency help point | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus"
"Kurraba Point Wharf","20892","-33.84342906","151.2218291","","10102024","Kurraba Rd, Kurraba Point NSW 2089","Emergency help point | No Opal card top up or single trip ticket sales","Hearing loop | This location is not wheelchair accessible | PA system for announcements","Ferry"
"Kyogle Station","24741","-28.620185","153.001284","13 22 32","10155066","Ettrick St, Kyogle NSW 2474","","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements | Short platforms, please see the train guard","Train"
"Lake Cargelligo Coach Stop","26721","-33.299081","146.374193","","10150102","Canada St after Foster St, Lake Cargelligo NSW 2672","","","Coach"
"Lakemba Station","219510","-33.92012699","151.0759555","02 9563 7549","10101398","The Boulevarde, Lakemba NSW 2195","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Lane Cove Bus Interchange","2066251","-33.81234789","151.1712926","","10113474","Epping Rd, Lane Cove North NSW 2066","Bike lockers | Bike racks","Lift","Bus"
"Lapstone Station","275030","-33.77369788","150.6427966","02 4780 3813","10101254","Explorers Rd, Lapstone NSW 2773","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train"
"Lawson Station","278310","-33.71914485","150.4298244","02 4780 3914","10101264","Loftus St, Lawson NSW 2783","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Taxi rank","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi"
"Leeton Station","27051","-34.554328","146.397659","13 22 32","10155020","Railway Ave, Leeton NSW 2705","","Wheelchair ramp boarding assistance","Train"
"Leichhardt North Light Rail","2040113","-33.87498209","151.1538683","","10101454","Darley Rd, Lilyfield NSW 2040","Bike racks | Emergency help point | Kiss and ride stopping area | No Opal card top up or single trip ticket sales","This location is wheelchair accessible | Hearing loop | Level crossing | Lift | Stairs | Tactile surfaces | PA system for announcements","Light rail"
"Leightonfield Station","216310","-33.8815017","150.9849671","02 9379 7704","10101406","Christine Rd, Villawood NSW 2163","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
